year,group,age,rate
1999,Male: 75-84 years,75-84 years,38.8
2000,Male: 75-84 years,75-84 years,38.6
2001,Male: 75-84 years,75-84 years,37.7
2002,Male: 75-84 years,75-84 years,38.0
2003,Male: 75-84 years,75-84 years,34.9
2004,Male: 75-84 years,75-84 years,34.6
2005,Male: 75-84 years,75-84 years,35.5
2006,Male: 75-84 years,75-84 years,32.9
2007,Male: 75-84 years,75-84 years,33.8
2008,Male: 75-84 years,75-84 years,33.5
2009,Male: 75-84 years,75-84 years,32.9
2010,Male: 75-84 years,75-84 years,32.3
2011,Male: 75-84 years,75-84 years,33.8
2012,Male: 75-84 years,75-84 years,34.2
2013,Male: 75-84 years,75-84 years,34.7
2014,Male: 75-84 years,75-84 years,34.9
2015,Male: 75-84 years,75-84 years,35.2
2016,Male: 75-84 years,75-84 years,36.0
2017,Male: 75-84 years,75-84 years,35.8
2018,Male: 75-84 years,75-84 years,37.4
1950,Male: 85 years and over,85 years and over,58.3
1960,Male: 85 years and over,85 years and over,57.4
1970,Male: 85 years and over,85 years and over,42.4
1980,Male: 85 years and over,85 years and over,50.6
1981,Male: 85 years and over,85 years and over,50.5
1982,Male: 85 years and over,85 years and over,50.6
1983,Male: 85 years and over,85 years and over,54.2
1984,Male: 85 years and over,85 years and over,52.2
1985,Male: 85 years and over,85 years and over,56.2
1986,Male: 85 years and over,85 years and over,62.1
1987,Male: 85 years and over,85 years and over,67.5
1988,Male: 85 years and over,85 years and over,61.5
1989,Male: 85 years and over,85 years and over,68.2
1990,Male: 85 years and over,85 years and over,65.9
1991,Male: 85 years and over,85 years and over,69.5
1992,Male: 85 years and over,85 years and over,62.4
1993,Male: 85 years and over,85 years and over,67.9
1994,Male: 85 years and over,85 years and over,66.2
1995,Male: 85 years and over,85 years and over,62.7
1996,Male: 85 years and over,85 years and over,60.5
1997,Male: 85 years and over,85 years and over,61.0
1998,Male: 85 years and over,85 years and over,59.8
1999,Male: 85 years and over,85 years and over,57.1
2000,Male: 85 years and over,85 years and over,57.5
2001,Male: 85 years and over,85 years and over,52.7
2002,Male: 85 years and over,85 years and over,54.5
2003,Male: 85 years and over,85 years and over,51.6
2004,Male: 85 years and over,85 years and over,49.2
2005,Male: 85 years and over,85 years and over,49.9
2006,Male: 85 years and over,85 years and over,48.0
2007,Male: 85 years and over,85 years and over,46.6
2008,Male: 85 years and over,85 years and over,43.0
2009,Male: 85 years and over,85 years and over,44.0
2010,Male: 85 years and over,85 years and over,47.3
2011,Male: 85 years and over,85 years and over,44.1
2012,Male: 85 years and over,85 years and over,46.9
2013,Male: 85 years and over,85 years and over,48.5
2014,Male: 85 years and over,85 years and over,49.9
2015,Male: 85 years and over,85 years and over,48.2
2016,Male: 85 years and over,85 years and over,48.0
2017,Male: 85 years and over,85 years and over,50.6
2018,Male: 85 years and over,85 years and over,47.2
1970,Female: 10-14 years,10-14 years,0.3
1980,Female: 10-14 years,10-14 years,0.3
1981,Female: 10-14 years,10-14 years,0.5
1982,Female: 10-14 years,10-14 years,0.4
1983,Female: 10-14 years,10-14 years,0.6
1984,Female: 10-14 years,10-14 years,0.6
1985,Female: 10-14 years,10-14 years,0.9
1986,Female: 10-14 years,10-14 years,0.7
1987,Female: 10-14 years,10-14 years,0.7
1988,Female: 10-14 years,10-14 years,0.8
1989,Female: 10-14 years,10-14 years,0.7
1990,Female: 10-14 years,10-14 years,0.8
1991,Female: 10-14 years,10-14 years,0.7
1992,Female: 10-14 years,10-14 years,0.9
1993,Female: 10-14 years,10-14 years,0.9
1994,Female: 10-14 years,10-14 years,0.9
1995,Female: 10-14 years,10-14 years,0.8
1996,Female: 10-14 years,10-14 years,0.8
1997,Female: 10-14 years,10-14 years,0.8
1998,Female: 10-14 years,10-14 years,0.9
1999,Female: 10-14 years,10-14 years,0.5
2000,Female: 10-14 years,10-14 years,0.6
2001,Female: 10-14 years,10-14 years,0.6
2002,Female: 10-14 years,10-14 years,0.6
2003,Female: 10-14 years,10-14 years,0.5
2004,Female: 10-14 years,10-14 years,0.9
2005,Female: 10-14 years,10-14 years,0.7
2006,Female: 10-14 years,10-14 years,0.6
2007,Female: 10-14 years,10-14 years,0.5
2008,Female: 10-14 years,10-14 years,0.7
2009,Female: 10-14 years,10-14 years,0.9
2010,Female: 10-14 years,10-14 years,0.9
2011,Female: 10-14 years,10-14 years,0.8
2012,Female: 10-14 years,10-14 years,0.8
2013,Female: 10-14 years,10-14 years,1.4
2014,Female: 10-14 years,10-14 years,1.5
2015,Female: 10-14 years,10-14 years,1.6
2016,Female: 10-14 years,10-14 years,1.7
2017,Female: 10-14 years,10-14 years,1.7
2018,Female: 10-14 years,10-14 years,2.0
1950,Female: 15-24 years,15-24 years,2.6
1960,Female: 15-24 years,15-24 years,2.2
1970,Female: 15-24 years,15-24 years,4.2
1980,Female: 15-24 years,15-24 years,4.3
1981,Female: 15-24 years,15-24 years,4.6
1982,Female: 15-24 years,15-24 years,4.2
1983,Female: 15-24 years,15-24 years,4.3
1984,Female: 15-24 years,15-24 years,4.4
1985,Female: 15-24 years,15-24 years,4.3
1986,Female: 15-24 years,15-24 years,4.3
1987,Female: 15-24 years,15-24 years,4.3
1988,Female: 15-24 years,15-24 years,4.2
1989,Female: 15-24 years,15-24 years,4.2
1990,Female: 15-24 years,15-24 years,3.9
1991,Female: 15-24 years,15-24 years,3.8
1992,Female: 15-24 years,15-24 years,3.6
1993,Female: 15-24 years,15-24 years,4.1
1994,Female: 15-24 years,15-24 years,3.7
1995,Female: 15-24 years,15-24 years,3.6
1996,Female: 15-24 years,15-24 years,3.5
1997,Female: 15-24 years,15-24 years,3.4
1998,Female: 15-24 years,15-24 years,3.3
1999,Female: 15-24 years,15-24 years,3.0
2000,Female: 15-24 years,15-24 years,3.0
2001,Female: 15-24 years,15-24 years,2.9
2002,Female: 15-24 years,15-24 years,2.9
2003,Female: 15-24 years,15-24 years,3.0
2004,Female: 15-24 years,15-24 years,3.5
2005,Female: 15-24 years,15-24 years,3.5
2006,Female: 15-24 years,15-24 years,3.2
2007,Female: 15-24 years,15-24 years,3.1
2008,Female: 15-24 years,15-24 years,3.5
2009,Female: 15-24 years,15-24 years,3.6
2010,Female: 15-24 years,15-24 years,3.9
2011,Female: 15-24 years,15-24 years,4.0
2012,Female: 15-24 years,15-24 years,4.5
2013,Female: 15-24 years,15-24 years,4.5
2014,Female: 15-24 years,15-24 years,4.6
2015,Female: 15-24 years,15-24 years,5.3
2016,Female: 15-24 years,15-24 years,5.4
2017,Female: 15-24 years,15-24 years,5.8
2018,Female: 15-24 years,15-24 years,5.8
1950,Female: 15-19 years,15-19 years,1.8
1960,Female: 15-19 years,15-19 years,1.6
1970,Female: 15-19 years,15-19 years,2.9
1980,Female: 15-19 years,15-19 years,3.0
1981,Female: 15-19 years,15-19 years,3.5
1982,Female: 15-19 years,15-19 years,3.1
1983,Female: 15-19 years,15-19 years,3.2
1984,Female: 15-19 years,15-19 years,3.5
1985,Female: 15-19 years,15-19 years,3.7
1986,Female: 15-19 years,15-19 years,3.7
1987,Female: 15-19 years,15-19 years,4.1
1988,Female: 15-19 years,15-19 years,4.3
1989,Female: 15-19 years,15-19 years,4.2
1990,Female: 15-19 years,15-19 years,3.7
1991,Female: 15-19 years,15-19 years,3.7
1992,Female: 15-19 years,15-19 years,3.4
1993,Female: 15-19 years,15-19 years,3.8
1994,Female: 15-19 years,15-19 years,3.4
1995,Female: 15-19 years,15-19 years,3.1
1996,Female: 15-19 years,15-19 years,3.5
1997,Female: 15-19 years,15-19 years,3.3
1998,Female: 15-19 years,15-19 years,2.8
1999,Female: 15-19 years,15-19 years,2.7
2000,Female: 15-19 years,15-19 years,2.7
2001,Female: 15-19 years,15-19 years,2.7
2002,Female: 15-19 years,15-19 years,2.3
2003,Female: 15-19 years,15-19 years,2.6
2004,Female: 15-19 years,15-19 years,3.5
2005,Female: 15-19 years,15-19 years,3.0
2006,Female: 15-19 years,15-19 years,2.8
2007,Female: 15-19 years,15-19 years,2.4
2008,Female: 15-19 years,15-19 years,3.0
2009,Female: 15-19 years,15-19 years,3.2
2010,Female: 15-19 years,15-19 years,3.1
2011,Female: 15-19 years,15-19 years,3.5
2012,Female: 15-19 years,15-19 years,3.9
2013,Female: 15-19 years,15-19 years,3.9
2014,Female: 15-19 years,15-19 years,4.2
2015,Female: 15-19 years,15-19 years,5.1
2016,Female: 15-19 years,15-19 years,5.0
2017,Female: 15-19 years,15-19 years,5.4
2018,Female: 15-19 years,15-19 years,5.2
1950,Female: 20-24 years,20-24 years,3.3
1960,Female: 20-24 years,20-24 years,2.9
1970,Female: 20-24 years,20-24 years,5.7
1980,Female: 20-24 years,20-24 years,5.5
1981,Female: 20-24 years,20-24 years,5.6
1982,Female: 20-24 years,20-24 years,5.1
1983,Female: 20-24 years,20-24 years,5.2
1984,Female: 20-24 years,20-24 years,5.1
1985,Female: 20-24 years,20-24 years,4.9
1986,Female: 20-24 years,20-24 years,4.9
1987,Female: 20-24 years,20-24 years,4.4
1988,Female: 20-24 years,20-24 years,4.1
1989,Female: 20-24 years,20-24 years,4.1
1990,Female: 20-24 years,20-24 years,4.1
1991,Female: 20-24 years,20-24 years,3.9
1992,Female: 20-24 years,20-24 years,3.8
1993,Female: 20-24 years,20-24 years,4.4
1994,Female: 20-24 years,20-24 years,3.9
1995,Female: 20-24 years,20-24 years,4.2
1996,Female: 20-24 years,20-24 years,3.6
1997,Female: 20-24 years,20-24 years,3.6
1998,Female: 20-24 years,20-24 years,3.7
1999,Female: 20-24 years,20-24 years,3.4
2000,Female: 20-24 years,20-24 years,3.2
2001,Female: 20-24 years,20-24 years,3.1
2002,Female: 20-24 years,20-24 years,3.5
2003,Female: 20-24 years,20-24 years,3.4
2004,Female: 20-24 years,20-24 years,3.6
2005,Female: 20-24 years,20-24 years,4.0
2006,Female: 20-24 years,20-24 years,3.6
2007,Female: 20-24 years,20-24 years,3.9
2008,Female: 20-24 years,20-24 years,4.0
2009,Female: 20-24 years,20-24 years,4.1
2010,Female: 20-24 years,20-24 years,4.7
2011,Female: 20-24 years,20-24 years,4.5
2012,Female: 20-24 years,20-24 years,4.9
2013,Female: 20-24 years,20-24 years,5.2
2014,Female: 20-24 years,20-24 years,5.0
2015,Female: 20-24 years,20-24 years,5.5
2016,Female: 20-24 years,20-24 years,5.8
2017,Female: 20-24 years,20-24 years,6.2
2018,Female: 20-24 years,20-24 years,6.4
1950,Female: 25-44 years,25-44 years,6.2
1960,Female: 25-44 years,25-44 years,6.6
1970,Female: 25-44 years,25-44 years,10.2
1980,Female: 25-44 years,25-44 years,7.7
1981,Female: 25-44 years,25-44 years,8.0
1982,Female: 25-44 years,25-44 years,7.6
1983,Female: 25-44 years,25-44 years,7.0
1984,Female: 25-44 years,25-44 years,6.8
1985,Female: 25-44 years,25-44 years,6.5
1986,Female: 25-44 years,25-44 years,6.7
1987,Female: 25-44 years,25-44 years,6.5
1988,Female: 25-44 years,25-44 years,6.3
1989,Female: 25-44 years,25-44 years,6.1
1990,Female: 25-44 years,25-44 years,6.2
1991,Female: 25-44 years,25-44 years,5.9
1992,Female: 25-44 years,25-44 years,5.8
1993,Female: 25-44 years,25-44 years,5.8
1994,Female: 25-44 years,25-44 years,5.8
1995,Female: 25-44 years,25-44 years,5.8
1996,Female: 25-44 years,25-44 years,5.7
1997,Female: 25-44 years,25-44 years,5.8
1998,Female: 25-44 years,25-44 years,5.8
1999,Female: 25-44 years,25-44 years,5.5
2000,Female: 25-44 years,25-44 years,5.4
2001,Female: 25-44 years,25-44 years,5.5
2002,Female: 25-44 years,25-44 years,5.9
2003,Female: 25-44 years,25-44 years,5.7
2004,Female: 25-44 years,25-44 years,6.0
2005,Female: 25-44 years,25-44 years,5.8
2006,Female: 25-44 years,25-44 years,5.9
2007,Female: 25-44 years,25-44 years,6.2
2008,Female: 25-44 years,25-44 years,6.3
2009,Female: 25-44 years,25-44 years,6.2
2010,Female: 25-44 years,25-44 years,6.4
2011,Female: 25-44 years,25-44 years,6.8
2012,Female: 25-44 years,25-44 years,6.8
2013,Female: 25-44 years,25-44 years,6.8
2014,Female: 25-44 years,25-44 years,7.2
2015,Female: 25-44 years,25-44 years,7.5
2016,Female: 25-44 years,25-44 years,7.6
2017,Female: 25-44 years,25-44 years,7.8
2018,Female: 25-44 years,25-44 years,7.9
1950,Female: 25-34 years,25-34 years,4.9
1960,Female: 25-34 years,25-34 years,5.5
1970,Female: 25-34 years,25-34 years,8.6
1980,Female: 25-34 years,25-34 years,7.1
1981,Female: 25-34 years,25-34 years,7.3
1982,Female: 25-34 years,25-34 years,6.9
1983,Female: 25-34 years,25-34 years,6.5
1984,Female: 25-34 years,25-34 years,6.2
1985,Female: 25-34 years,25-34 years,5.9
1986,Female: 25-34 years,25-34 years,5.9
1987,Female: 25-34 years,25-34 years,6.0
1988,Female: 25-34 years,25-34 years,5.8
1989,Female: 25-34 years,25-34 years,5.7
1990,Female: 25-34 years,25-34 years,5.6
1991,Female: 25-34 years,25-34 years,5.3
1992,Female: 25-34 years,25-34 years,5.0
1993,Female: 25-34 years,25-34 years,5.1
1994,Female: 25-34 years,25-34 years,5.0
1995,Female: 25-34 years,25-34 years,5.1
1996,Female: 25-34 years,25-34 years,4.9
1997,Female: 25-34 years,25-34 years,4.8
1998,Female: 25-34 years,25-34 years,4.7
1999,Female: 25-34 years,25-34 years,4.6
2000,Female: 25-34 years,25-34 years,4.3
2001,Female: 25-34 years,25-34 years,4.5
2002,Female: 25-34 years,25-34 years,4.7
2003,Female: 25-34 years,25-34 years,4.7
2004,Female: 25-34 years,25-34 years,4.8
2005,Female: 25-34 years,25-34 years,4.7
2006,Female: 25-34 years,25-34 years,4.7
2007,Female: 25-34 years,25-34 years,5.0
2008,Female: 25-34 years,25-34 years,5.1
2009,Female: 25-34 years,25-34 years,5.1
2010,Female: 25-34 years,25-34 years,5.3
2011,Female: 25-34 years,25-34 years,6.0
2012,Female: 25-34 years,25-34 years,5.9
2013,Female: 25-34 years,25-34 years,6.1
2014,Female: 25-34 years,25-34 years,6.3
2015,Female: 25-34 years,25-34 years,6.6
2016,Female: 25-34 years,25-34 years,6.7
2017,Female: 25-34 years,25-34 years,7.2
2018,Female: 25-34 years,25-34 years,7.4
1950,Female: 35-44 years,35-44 years,7.5
1960,Female: 35-44 years,35-44 years,7.7
1970,Female: 35-44 years,35-44 years,11.9
1980,Female: 35-44 years,35-44 years,8.5
1981,Female: 35-44 years,35-44 years,8.9
1982,Female: 35-44 years,35-44 years,8.5
1983,Female: 35-44 years,35-44 years,7.6
1984,Female: 35-44 years,35-44 years,7.7
1985,Female: 35-44 years,35-44 years,7.1
1986,Female: 35-44 years,35-44 years,7.6
1987,Female: 35-44 years,35-44 years,7.2
1988,Female: 35-44 years,35-44 years,6.9
1989,Female: 35-44 years,35-44 years,6.7
1990,Female: 35-44 years,35-44 years,6.8
1991,Female: 35-44 years,35-44 years,6.5
1992,Female: 35-44 years,35-44 years,6.6
1993,Female: 35-44 years,35-44 years,6.4
1994,Female: 35-44 years,35-44 years,6.7
1995,Female: 35-44 years,35-44 years,6.4
1996,Female: 35-44 years,35-44 years,6.6
1997,Female: 35-44 years,35-44 years,6.8
1998,Female: 35-44 years,35-44 years,6.8
1999,Female: 35-44 years,35-44 years,6.4
2000,Female: 35-44 years,35-44 years,6.4
2001,Female: 35-44 years,35-44 years,6.4
2002,Female: 35-44 years,35-44 years,6.9
2003,Female: 35-44 years,35-44 years,6.6
2004,Female: 35-44 years,35-44 years,7.1
2005,Female: 35-44 years,35-44 years,6.8
2006,Female: 35-44 years,35-44 years,7.0
2007,Female: 35-44 years,35-44 years,7.3
2008,Female: 35-44 years,35-44 years,7.4
2009,Female: 35-44 years,35-44 years,7.4
2010,Female: 35-44 years,35-44 years,7.5
2011,Female: 35-44 years,35-44 years,7.6
2012,Female: 35-44 years,35-44 years,7.7
2013,Female: 35-44 years,35-44 years,7.6
2014,Female: 35-44 years,35-44 years,8.2
2015,Female: 35-44 years,35-44 years,8.4
2016,Female: 35-44 years,35-44 years,8.5
2017,Female: 35-44 years,35-44 years,8.5
2018,Female: 35-44 years,35-44 years,8.4
1950,Female: 45-64 years,45-64 years,9.9
1960,Female: 45-64 years,45-64 years,10.2
1970,Female: 45-64 years,45-64 years,12.0
1980,Female: 45-64 years,45-64 years,8.9
1981,Female: 45-64 years,45-64 years,9.4
1982,Female: 45-64 years,45-64 years,9.1
1983,Female: 45-64 years,45-64 years,8.7
1984,Female: 45-64 years,45-64 years,8.9
1985,Female: 45-64 years,45-64 years,8.0
1986,Female: 45-64 years,45-64 years,8.7
1987,Female: 45-64 years,45-64 years,8.2
1988,Female: 45-64 years,45-64 years,7.6
1989,Female: 45-64 years,45-64 years,7.4
1990,Female: 45-64 years,45-64 years,7.1
1991,Female: 45-64 years,45-64 years,7.1
1992,Female: 45-64 years,45-64 years,6.9
1993,Female: 45-64 years,45-64 years,6.7
1994,Female: 45-64 years,45-64 years,6.3
1995,Female: 45-64 years,45-64 years,6.1
1996,Female: 45-64 years,45-64 years,6.3
1997,Female: 45-64 years,45-64 years,6.4
1998,Female: 45-64 years,45-64 years,6.3
1999,Female: 45-64 years,45-64 years,6.0
2000,Female: 45-64 years,45-64 years,6.2
2001,Female: 45-64 years,45-64 years,6.6
2002,Female: 45-64 years,45-64 years,6.7
2003,Female: 45-64 years,45-64 years,6.9
2004,Female: 45-64 years,45-64 years,7.6
2005,Female: 45-64 years,45-64 years,7.2
2006,Female: 45-64 years,45-64 years,7.7
2007,Female: 45-64 years,45-64 years,8.1
2008,Female: 45-64 years,45-64 years,8.1
2009,Female: 45-64 years,45-64 years,8.5
2010,Female: 45-64 years,45-64 years,8.6
2011,Female: 45-64 years,45-64 years,8.8
2012,Female: 45-64 years,45-64 years,9.1
2013,Female: 45-64 years,45-64 years,9.4
2014,Female: 45-64 years,45-64 years,9.8
2015,Female: 45-64 years,45-64 years,10.2
2016,Female: 45-64 years,45-64 years,9.9
2017,Female: 45-64 years,45-64 years,9.7
2018,Female: 45-64 years,45-64 years,9.8
1950,Female: 45-54 years,45-54 years,9.9
1960,Female: 45-54 years,45-54 years,10.2
1970,Female: 45-54 years,45-54 years,12.6
1980,Female: 45-54 years,45-54 years,9.4
1981,Female: 45-54 years,45-54 years,10.1
1982,Female: 45-54 years,45-54 years,9.5
1983,Female: 45-54 years,45-54 years,9.0
1984,Female: 45-54 years,45-54 years,9.3
1985,Female: 45-54 years,45-54 years,8.3
1986,Female: 45-54 years,45-54 years,8.8
1987,Female: 45-54 years,45-54 years,8.6
1988,Female: 45-54 years,45-54 years,8.0
1989,Female: 45-54 years,45-54 years,7.4
1990,Female: 45-54 years,45-54 years,6.9
1991,Female: 45-54 years,45-54 years,7.6
1992,Female: 45-54 years,45-54 years,7.2
1993,Female: 45-54 years,45-54 years,7.0
1994,Female: 45-54 years,45-54 years,6.9
1995,Female: 45-54 years,45-54 years,6.6
1996,Female: 45-54 years,45-54 years,6.9
1997,Female: 45-54 years,45-54 years,7.2
1998,Female: 45-54 years,45-54 years,6.9
1999,Female: 45-54 years,45-54 years,6.6
2000,Female: 45-54 years,45-54 years,6.7
2001,Female: 45-54 years,45-54 years,7.2
2002,Female: 45-54 years,45-54 years,7.4
2003,Female: 45-54 years,45-54 years,7.7
2004,Female: 45-54 years,45-54 years,8.6
2005,Female: 45-54 years,45-54 years,8.0
2006,Female: 45-54 years,45-54 years,8.4
2007,Female: 45-54 years,45-54 years,8.7
2008,Female: 45-54 years,45-54 years,9.0
2009,Female: 45-54 years,45-54 years,9.3
2010,Female: 45-54 years,45-54 years,9.0
2011,Female: 45-54 years,45-54 years,9.8
2012,Female: 45-54 years,45-54 years,10.2
2013,Female: 45-54 years,45-54 years,10.0
2014,Female: 45-54 years,45-54 years,10.7
2015,Female: 45-54 years,45-54 years,10.7
2016,Female: 45-54 years,45-54 years,10.3
2017,Female: 45-54 years,45-54 years,10.4
2018,Female: 45-54 years,45-54 years,10.2
1950,Female: 55-64 years,55-64 years,9.9
1960,Female: 55-64 years,55-64 years,10.2
1970,Female: 55-64 years,55-64 years,11.4
1980,Female: 55-64 years,55-64 years,8.4
1981,Female: 55-64 years,55-64 years,8.8
1982,Female: 55-64 years,55-64 years,8.8
1983,Female: 55-64 years,55-64 years,8.4
1984,Female: 55-64 years,55-64 years,8.5
1985,Female: 55-64 years,55-64 years,7.8
1986,Female: 55-64 years,55-64 years,8.5
1987,Female: 55-64 years,55-64 years,7.7
1988,Female: 55-64 years,55-64 years,7.3
1989,Female: 55-64 years,55-64 years,7.4
1990,Female: 55-64 years,55-64 years,7.3
1991,Female: 55-64 years,55-64 years,6.5
1992,Female: 55-64 years,55-64 years,6.5
1993,Female: 55-64 years,55-64 years,6.2
1994,Female: 55-64 years,55-64 years,5.5
1995,Female: 55-64 years,55-64 years,5.3
1996,Female: 55-64 years,55-64 years,5.5
1997,Female: 55-64 years,55-64 years,5.3
1998,Female: 55-64 years,55-64 years,5.5
1999,Female: 55-64 years,55-64 years,5.2
2000,Female: 55-64 years,55-64 years,5.4
2001,Female: 55-64 years,55-64 years,5.8
2002,Female: 55-64 years,55-64 years,5.6
2003,Female: 55-64 years,55-64 years,5.9
2004,Female: 55-64 years,55-64 years,6.1
2005,Female: 55-64 years,55-64 years,6.0
2006,Female: 55-64 years,55-64 years,6.8
2007,Female: 55-64 years,55-64 years,7.2
2008,Female: 55-64 years,55-64 years,6.9
2009,Female: 55-64 years,55-64 years,7.4
